"dataset","id","dono","dono_email","autor","data_hora_criacao","data_hora_atualizacao","documentacao","codigo_sgs","status","data_inicial","data_final","unidade_medida","qtd_links","periodicidade","tipo_serie","url","notas","categoria_principal"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Cheque especial","25446-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:50.340516","2017-12-28T12:19:58.255543","N/A",25446,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25446","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Aquisição de veículos","25447-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:50.861361","2017-12-28T12:19:58.285925","N/A",25447,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25447","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Aquisição de outros bens","25448-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:51.333435","2017-12-28T12:19:58.284669","N/A",25448,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25448","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Aquisição de bens total","25449-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:51.404302","2017-12-28T12:19:58.236464","N/A",25449,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25449","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de veículos","25450-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:51.504364","2017-12-28T12:19:59.253912","N/A",25450,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25450","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de outros bens","25451-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:52.077276","2017-12-28T12:19:59.235941","N/A",25451,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25451","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil total","25452-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:52.242713","2017-12-28T12:19:59.273120","N/A",25452,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25452","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Vendor","25453-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:52.343022","2017-12-28T12:19:59.143900","N/A",25453,"active","01-06-2000","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25453","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Compror","25454-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:52.458799","2017-12-28T12:19:59.170383","N/A",25454,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25454","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito rotativo","25455-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:52.579462","2017-12-28T12:19:59.311501","N/A",25455,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25455","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito parcelado","25456-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:53.003390","2017-12-28T12:19:59.337552","N/A",25456,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25456","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Cartão de crédito total","25457-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:53.311309","2017-12-28T12:19:59.382334","N/A",25457,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25457","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Adiantamento sobre contratos de câmbio (ACC)","25458-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:53.883339","2017-12-28T12:19:59.434597","N/A",25458,"active","01-06-2000","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25458","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Financiamento a importações","25459-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:53.841532","2017-12-28T12:19:59.449238","N/A",25459,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25459","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Financiamento a exportações","25460-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:54.090326","2017-12-28T12:20:00.752666","N/A",25460,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25460","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas jurídicas - Repasse externo","25461-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas--","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:54.267204","2017-12-28T12:20:00.822835","N/A",25461,"active","01-06-2000","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25461","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Total","25462-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---t","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:54.651107","2017-12-28T12:20:00.782676","N/A",25462,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25462","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Cheque especial","25463-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---c","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:54.740675","2017-12-28T12:20:00.746195","N/A",25463,"active","01-07-1994","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25463","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Crédito pessoal não consignado","25464-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---c","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:55.167264","2017-12-28T12:20:00.761609","N/A",25464,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25464","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Crédito pessoal não consignado vinculado à composição de dívidas","25465-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---c","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:55.166538","2017-12-28T12:20:00.838143","N/A",25465,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25465","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor privado","25466-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---c","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:55.282179","2017-12-28T12:20:00.836118","N/A",25466,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25466","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor público","25467-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---c","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:55.364345","2017-12-28T12:20:47.027602","N/A",25467,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25467","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado para aposentados e pensionistas do INSS","25468-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---c","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:56.042107","2017-12-28T12:20:00.847857","N/A",25468,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25468","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Crédito pessoal consignado total","25469-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---c","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:56.030074","2017-12-28T12:20:00.852213","N/A",25469,"active","01-01-2004","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25469","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Crédito pessoal total","25470-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---c","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:55.860608","2017-12-28T12:20:02.100819","N/A",25470,"active","01-07-1994","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25470","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Aquisição de veículos","25471-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---a","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:56.043499","2017-12-28T12:20:02.050028","N/A",25471,"active","01-06-2000","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25471","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Aquisição de outros bens","25472-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---a","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:56.203644","2017-12-28T12:20:02.071444","N/A",25472,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25472","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média mensal de juros das operações de crédito com recursos livres - Pessoas físicas - Aquisição de bens total","25473-taxa-media-mensal-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-fisicas---a","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-08-08T21:34:56.229081","2017-12-28T12:20:02.111968","N/A",25473,"active","01-03-2011","","Percentual ao mês",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=25473","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
